Name	Topic	Year	Value	
PCSGH	P/E (X)	2016	25.03
PCSGH	P/E (X)	2015	14.72
PCSGH	Dividend Yield (%)	09 Jun 2017	3.40
PCSGH	Dividend Yield (%)	2016	8.00
PCSGH	Dividend Yield (%)	2015	6.88
PDG	Market Cap (MB.)	09 Jun 2017	1,209.60
PDG	Market Cap (MB.)	2016	1,139.40
PDG	Market Cap (MB.)	2015	1,042.20
PDG	Price (B./share)	09 Jun 2017	4.48
PDG	Price (B./share)	2016	4.22
PDG	Price (B./share)	2015	3.86
PDG	P/E (X)	09 Jun 2017	13.15
PDG	P/E (X)	2016	12.84
PDG	P/E (X)	2015	12.76
PDG	Dividend Yield (%)	09 Jun 2017	5.58
PDG	Dividend Yield (%)	2016	5.21
PDG	Dividend Yield (%)	2015	4.40
PDI	Market Cap (MB.)	09 Jun 2017	5,039.80
PDI	Market Cap (MB.)	2016	4,542.60
PDI	Market Cap (MB.)	2015	2,802.40
PDI	Price (B./share)	09 Jun 2017	22.30
PDI	Price (B./share)	2016	20.10
PDI	Price (B./share)	2015	12.40
PDI	P/E (X)	09 Jun 2017	6.63
PDI	P/E (X)	2016	23.86
PDI	P/E (X)	2015	9.57
PDI	Dividend Yield (%)	09 Jun 2017	4.48
PDI	Dividend Yield (%)	2016	1.00
PDI	Dividend Yield (%)	2015	3.23
PE	Market Cap (MB.)	09 Jun 2017	576.00
PE	Market Cap (MB.)	2016	704.00
PE	Market Cap (MB.)	2015	736.00
PE	Price (B./share)	09 Jun 2017	0.72
PE	Price (B./share)	2016	0.88
PE	Price (B./share)	2015	0.92
PE	P/E (X)	09 Jun 2017	N/A
PE	P/E (X)	2016	N/A
PE	P/E (X)	2015	N/A
PE	Dividend Yield (%)	09 Jun 2017	N/A
PE	Dividend Yield (%)	2016	N/A
PE	Dividend Yield (%)	2015	N/A
PERM	Market Cap (MB.)	09 Jun 2017	1,970.00
PERM	Market Cap (MB.)	2016	2,500.00
PERM	Market Cap (MB.)	2015	540.00
PERM	Price (B./share)	09 Jun 2017	3.94
PERM	Price (B./share)	2016	5.00
PERM	Price (B./share)	2015	1.08
PERM	P/E (X)	09 Jun 2017	5.13
PERM	P/E (X)	2016	11.92
PERM	P/E (X)	2015	N/A
PERM	Dividend Yield (%)	09 Jun 2017	3.81
PERM	Dividend Yield (%)	2016	N/A
PERM	Dividend Yield (%)	2015	4.63
PF	Market Cap (MB.)	09 Jun 2017	7,627.69
PF	Market Cap (MB.)	2016	6,901.04
PF	Market Cap (MB.)	2015	6,057.58
PF	Price (B./share)	09 Jun 2017	0.88
PF	Price (B./share)	2016	0.90
PF	Price (B./share)	2015	0.79
PF	P/E (X)	09 Jun 2017	99.21
PF	P/E (X)	2016	16.49
PF	P/E (X)	2015	15.98
PF	Dividend Yield (%)	09 Jun 2017	4.55
PF	Dividend Yield (%)	2016	3.33
PF	Dividend Yield (%)	2015	4.20
PG	Market Cap (MB.)	09 Jun 2017	715.20
PG	Market Cap (MB.)	2016	758.40
PG	Market Cap (MB.)	2015	820.80
PG	Price (B./share)	09 Jun 2017	7.45
PG	Price (B./share)	2016	7.90
PG	Price (B./share)	2015	8.55
PG	P/E (X)	09 Jun 2017	N/A
PG	P/E (X)	2016	N/A
PG	P/E (X)	2015	20.07
PG	Dividend Yield (%)	09 Jun 2017	N/A
PG	Dividend Yield (%)	2016	8.86
PG	Dividend Yield (%)	2015	4.33
PHOL	Market Cap (MB.)	09 Jun 2017	530.55
PHOL	Market Cap (MB.)	2016	688.50
PHOL	Market Cap (MB.)	2015	515.16
PHOL	Price (B./share)	09 Jun 2017	2.62
PHOL	Price (B./share)	2016	3.40
PHOL	Price (B./share)	2015	2.81
PHOL	P/E (X)	09 Jun 2017	N/A
PHOL	P/E (X)	2016	13.92
PHOL	P/E (X)	2015	19.74
PHOL	Dividend Yield (%)	09 Jun 2017	3.05
PHOL	Dividend Yield (%)	2016	4.71
PHOL	Dividend Yield (%)	2015	6.29
PICO	Market Cap (MB.)	09 Jun 2017	796.59
PICO	Market Cap (MB.)	2016	766.45
PICO	Market Cap (MB.)	2015	551.15
PICO	Price (B./share)	09 Jun 2017	3.70
PICO	Price (B./share)	2016	3.56
PICO	Price (B./share)	2015	2.56
PICO	P/E (X)	09 Jun 2017	52.33
PICO	P/E (X)	2016	22.17
PICO	P/E (X)	2015	8.27
PICO	Dividend Yield (%)	09 Jun 2017	4.05
PICO	Dividend Yield (%)	2016	6.18
PICO	Dividend Yield (%)	2015	7.81
PIMO	Market Cap (MB.)	09 Jun 2017	1,237.60
PIMO	Market Cap (MB.)	2016	1,424.80
PIMO	Market Cap (MB.)	2015	967.20
PIMO	Price (B./share)	09 Jun 2017	2.38
PIMO	Price (B./share)	2016	2.74
PIMO	Price (B./share)	2015	1.86
PIMO	P/E (X)	09 Jun 2017	33.14
PIMO	P/E (X)	2016	34.91
PIMO	P/E (X)	2015	30.15
PIMO	Dividend Yield (%)	09 Jun 2017	1.34
PIMO	Dividend Yield (%)	2016	0.73
PIMO	Dividend Yield (%)	2015	N/A
PJW	Market Cap (MB.)	09 Jun 2017	1,653.35
PJW	Market Cap (MB.)	2016	1,791.13
PJW	Market Cap (MB.)	2015	1,343.35
PJW	Price (B./share)	09 Jun 2017	2.88
PJW	Price (B./share)	2016	3.12
PJW	Price (B./share)	2015	2.34
PJW	P/E (X)	09 Jun 2017	15.34
PJW	P/E (X)	2016	9.06
PJW	P/E (X)	2015	80.22
PJW	Dividend Yield (%)	09 Jun 2017	4.51
PJW	Dividend Yield (%)	2016	3.21
PJW	Dividend Yield (%)	2015	N/A
PK	Market Cap (MB.)	09 Jun 2017	2,632.76
PK	Market Cap (MB.)	2016	1,550.63
PK	Market Cap (MB.)	2015	1,616.97
PK	Price (B./share)	09 Jun 2017	6.35
PK	Price (B./share)	2016	3.74
PK	Price (B./share)	2015	3.90
PK	P/E (X)	09 Jun 2017	18.81
PK	P/E (X)	2016	18.02
PK	P/E (X)	2015	12.23
PK	Dividend Yield (%)	09 Jun 2017	1.26
PK	Dividend Yield (%)	2016	N/A
PK	Dividend Yield (%)	2015	N/A
PL	Market Cap (MB.)	09 Jun 2017	2,779.66
PL	Market Cap (MB.)	2016	2,242.81
PL	Market Cap (MB.)	2015	2,171.23
PL	Price (B./share)	09 Jun 2017	4.66
PL	Price (B./share)	2016	3.76
PL	Price (B./share)	2015	3.64
PL	P/E (X)	09 Jun 2017	10.68
PL	P/E (X)	2016	12.52
PL	P/E (X)	2015	11.96
PL	Dividend Yield (%)	09 Jun 2017	4.08
PL	Dividend Yield (%)	2016	4.52
PL	Dividend Yield (%)	2015	3.50
PLANB	Market Cap (MB.)	09 Jun 2017	20,745.17
PLANB	Market Cap (MB.)	2016	20,393.56
PLANB	Market Cap (MB.)	2015	24,902.54
PLANB	Price (B./share)	09 Jun 2017	5.90
PLANB	Price (B./share)	2016	5.80
PLANB	Price (B./share)	2015	7.10
PLANB	P/E (X)	09 Jun 2017	52.91
PLANB	P/E (X)	2016	51.26
PLANB	P/E (X)	2015	66.04
PLANB	Dividend Yield (%)	09 Jun 2017	0.59
PLANB	Dividend Yield (%)	2016	1.20
PLANB	Dividend Yield (%)	2015	N/A
PLAT	Market Cap (MB.)	09 Jun 2017	19,320.00
PLAT	Market Cap (MB.)	2016	20,300.00
PLAT	Market Cap (MB.)	2015	14,000.00
PLAT	Price (B./share)	09 Jun 2017	6.90
PLAT	Price (B./share)	2016	7.25
PLAT	Price (B./share)	2015	5.00
PLAT	P/E (X)	09 Jun 2017	27.17
PLAT	P/E (X)	2016	29.23
PLAT	P/E (X)	2015	23.91
PLAT	Dividend Yield (%)	09 Jun 2017	2.61
PLAT	Dividend Yield (%)	2016	2.17
PLAT	Dividend Yield (%)	2015	1.24
PLE	Market Cap (MB.)	09 Jun 2017	1,048.80
PLE	Market Cap (MB.)	2016	977.29
PLE	Market Cap (MB.)	2015	882.16
PLE	Price (B./share)	09 Jun 2017	0.88
PLE	Price (B./share)	2016	0.82
PLE	Price (B./share)	2015	0.81
PLE	P/E (X)	09 Jun 2017	4.99
PLE	P/E (X)	2016	N/A
PLE	P/E (X)	2015	N/A
PLE	Dividend Yield (%)	09 Jun 2017	N/A
PLE	Dividend Yield (%)	2016	N/A
PLE	Dividend Yield (%)	2015	5.66
PM	Market Cap (MB.)	09 Jun 2017	6,939.65
PM	Market Cap (MB.)	2016	5,324.38
PM	Market Cap (MB.)	2015	6,281.58
PM	Price (B./share)	09 Jun 2017	11.60
PM	Price (B./share)	2016	8.90
PM	Price (B./share)	2015	10.50
PM	P/E (X)	09 Jun 2017	18.71
PM	P/E (X)	2016	12.43
PM	P/E (X)	2015	14.54
PM	Dividend Yield (%)	09 Jun 2017	7.76
PM	Dividend Yield (%)	2016	6.52
PM	Dividend Yield (%)	2015	6.00
PMTA	Market Cap (MB.)	09 Jun 2017	1,932.92
PMTA	Market Cap (MB.)	2016	1,932.92
PMTA	Market Cap (MB.)	2015	1,963.28
PMTA	Price (B./share)	09 Jun 2017	19.10
PMTA	Price (B./share)	2016	19.10
PMTA	Price (B./share)	2015	19.40
PMTA	P/E (X)	09 Jun 2017	7.64
PMTA	P/E (X)	2016	8.00
PMTA	P/E (X)	2015	9.35
PMTA	Dividend Yield (%)	09 Jun 2017	6.13
PMTA	Dividend Yield (%)	2016	5.86
PMTA	Dividend Yield (%)	2015	N/A
POLAR	Market Cap (MB.)	09 Jun 2017	1,277.24
POLAR	Market Cap (MB.)	2016	1,277.24
POLAR	Market Cap (MB.)	2015	851.50
POLAR	Price (B./share)	09 Jun 2017	0.15
POLAR	Price (B./share)	2016	0.15
POLAR	Price (B./share)	2015	0.10
POLAR	P/E (X)	09 Jun 2017	N/A
POLAR	P/E (X)	2016	N/A
POLAR	P/E (X)	2015	N/A
POLAR	Dividend Yield (%)	09 Jun 2017	N/A
POLAR	Dividend Yield (%)	2016	N/A
POLAR	Dividend Yield (%)	2015	N/A
POMPUI	Market Cap (MB.)	09 Jun 2017	-
POMPUI	Market Cap (MB.)	2016	-
POMPUI	Market Cap (MB.)	2015	-
POMPUI	Price (B./share)	09 Jun 2017	2.16
POMPUI	Price (B./share)	2016	2.16
POMPUI	Price (B./share)	2015	2.16
POMPUI	P/E (X)	09 Jun 2017	-
POMPUI	P/E (X)	2016	-
POMPUI	P/E (X)	2015	-
POMPUI	Dividend Yield (%)	09 Jun 2017	-
POMPUI	Dividend Yield (%)	2016	-
POMPUI	Dividend Yield (%)	2015	-
POPF	Market Cap (MB.)	09 Jun 2017	6,502.12
POPF	Market Cap (MB.)	2016	7,561.73
POPF	Market Cap (MB.)	2015	6,887.43
POPF	Price (B./share)	09 Jun 2017	13.50
POPF	Price (B./share)	2016	15.70
POPF	Price (B./share)	2015	14.30
POPF	P/E (X)	09 Jun 2017	-
POPF	P/E (X)	2016	-
POPF	P/E (X)	2015	-
POPF	Dividend Yield (%)	09 Jun 2017	7.78
POPF	Dividend Yield (%)	2016	6.69
POPF	Dividend Yield (%)	2015	5.63
POST	Market Cap (MB.)	09 Jun 2017	2,490.00
POST	Market Cap (MB.)	2016	1,940.00
POST	Market Cap (MB.)	2015	3,125.00
POST	Price (B./share)	09 Jun 2017	4.98
POST	Price (B./share)	2016	3.88
POST	Price (B./share)	2015	6.25
POST	P/E (X)	09 Jun 2017	N/A
POST	P/E (X)	2016	N/A
POST	P/E (X)	2015	N/A
POST	Dividend Yield (%)	09 Jun 2017	N/A
POST	Dividend Yield (%)	2016	N/A
POST	Dividend Yield (%)	2015	N/A
PPF	Market Cap (MB.)	09 Jun 2017	2,649.22
PPF	Market Cap (MB.)	2016	2,581.86
PPF	Market Cap (MB.)	2015	2,559.41
PPF	Price (B./share)	09 Jun 2017	11.80
PPF	Price (B./share)	2016	11.50
PPF	Price (B./share)	2015	11.40
PPF	P/E (X)	09 Jun 2017	-
PPF	P/E (X)	2016	-
PPF	P/E (X)	2015	-
PPF	Dividend Yield (%)	09 Jun 2017	6.73
PPF	Dividend Yield (%)	2016	7.21
PPF	Dividend Yield (%)	2015	3.78
PPM	Market Cap (MB.)	09 Jun 2017	1,401.04
PPM	Market Cap (MB.)	2016	1,624.00
PPM	Market Cap (MB.)	2015	624.00
PPM	Price (B./share)	09 Jun 2017	3.32
PPM	Price (B./share)	2016	4.06
PPM	Price (B./share)	2015	1.95
PPM	P/E (X)	09 Jun 2017	74.62
PPM	P/E (X)	2016	38.55
PPM	P/E (X)	2015	N/A
PPM	Dividend Yield (%)	09 Jun 2017	1.00
PPM	Dividend Yield (%)	2016	0.30
PPM	Dividend Yield (%)	2015	1.54
PPP	Market Cap (MB.)	09 Jun 2017	1,695.00
PPP	Market Cap (MB.)	2016	1,935.00
PPP	Market Cap (MB.)	2015	1,530.00
PPP	Price (B./share)	09 Jun 2017	5.65
PPP	Price (B./share)	2016	6.45
PPP	Price (B./share)	2015	5.10
PPP	P/E (X)	09 Jun 2017	11.89
PPP	P/E (X)	2016	12.67
PPP	P/E (X)	2015	10.07
PPP	Dividend Yield (%)	09 Jun 2017	6.37
PPP	Dividend Yield (%)	2016	2.48
PPP	Dividend Yield (%)	2015	3.14
PPS	Market Cap (MB.)	09 Jun 2017	898.88
PPS	Market Cap (MB.)	2016	585.60
PPS	Market Cap (MB.)	2015	396.00
PPS	Price (B./share)	09 Jun 2017	1.47
PPS	Price (B./share)	2016	1.02
PPS	Price (B./share)	2015	0.69
PPS	P/E (X)	09 Jun 2017	21.60
PPS	P/E (X)	2016	35.24
PPS	P/E (X)	2015	105.35
PPS	Dividend Yield (%)	09 Jun 2017	0.32
PPS	Dividend Yield (%)	2016	0.38
PPS	Dividend Yield (%)	2015	3.03
PR	Market Cap (MB.)	09 Jun 2017	9,019.67
PR	Market Cap (MB.)	2016	8,533.13
PR	Market Cap (MB.)	2015	7,934.31
PR	Price (B./share)	09 Jun 2017	60.25
PR	Price (B./share)	2016	57.00
PR	Price (B./share)	2015	53.00
PR	P/E (X)	09 Jun 2017	13.91
PR	P/E (X)	2016	13.57
PR	P/E (X)	2015	13.60
PR	Dividend Yield (%)	09 Jun 2017	3.59
PR	Dividend Yield (%)	2016	3.42
PR	Dividend Yield (%)	2015	3.55
PRAKIT	Market Cap (MB.)	09 Jun 2017	828.17
PRAKIT	Market Cap (MB.)	2016	802.34
PRAKIT	Market Cap (MB.)	2015	900.00
PRAKIT	Price (B./share)	09 Jun 2017	13.70
PRAKIT	Price (B./share)	2016	13.27
PRAKIT	Price (B./share)	2015	13.64
PRAKIT	P/E (X)	09 Jun 2017	13.91
PRAKIT	P/E (X)	2016	14.57
PRAKIT	P/E (X)	2015	6.67
PRAKIT	Dividend Yield (%)	09 Jun 2017	0.66
PRAKIT	Dividend Yield (%)	2016	6.77
PRAKIT	Dividend Yield (%)	2015	5.33
PRANDA	Market Cap (MB.)	09 Jun 2017	1,711.83
PRANDA	Market Cap (MB.)	2016	1,638.12
PRANDA	Market Cap (MB.)	2015	2,014.88
PRANDA	Price (B./share)	09 Jun 2017	4.18
PRANDA	Price (B./share)	2016	4.00
PRANDA	Price (B./share)	2015	4.92
PRANDA	P/E (X)	09 Jun 2017	N/A
PRANDA	P/E (X)	2016	N/A
PRANDA	P/E (X)	2015	10.71
PRANDA	Dividend Yield (%)	09 Jun 2017	N/A
PRANDA	Dividend Yield (%)	2016	1.26
PRANDA	Dividend Yield (%)	2015	3.08
PREB	Market Cap (MB.)	09 Jun 2017	4,290.60
PREB	Market Cap (MB.)	2016	4,167.13
PREB	Market Cap (MB.)	2015	3,796.72
PREB	Price (B./share)	09 Jun 2017	13.90
PREB	Price (B./share)	2016	13.50
PREB	Price (B./share)	2015	12.30
PREB	P/E (X)	09 Jun 2017	4.62
PREB	P/E (X)	2016	6.84
PREB	P/E (X)	2015	14.30
PREB	Dividend Yield (%)	09 Jun 2017	7.19
PREB	Dividend Yield (%)	2016	3.70
PREB	Dividend Yield (%)	2015	4.88
PRECHA	Market Cap (MB.)	09 Jun 2017	732.48
PRECHA	Market Cap (MB.)	2016	645.12
PRECHA	Market Cap (MB.)	2015	725.76
PRECHA	Price (B./share)	09 Jun 2017	2.18
PRECHA	Price (B./share)	2016	1.92
PRECHA	Price (B./share)	2015	2.16
PRECHA	P/E (X)	09 Jun 2017	N/A
PRECHA	P/E (X)	2016	N/A
PRECHA	P/E (X)	2015	N/A
PRECHA	Dividend Yield (%)	09 Jun 2017	N/A
PRECHA	Dividend Yield (%)	2016	N/A
PRECHA	Dividend Yield (%)	2015	N/A
PRG	Market Cap (MB.)	09 Jun 2017	7,200.00
PRG	Market Cap (MB.)	2016	7,380.00
PRG	Market Cap (MB.)	2015	7,620.00
PRG	Price (B./share)	09 Jun 2017	12.00
PRG	Price (B./share)	2016	12.30
PRG	Price (B./share)	2015	12.70
PRG	P/E (X)	09 Jun 2017	21.44
PRG	P/E (X)	2016	21.85
PRG	P/E (X)	2015	23.81
PRG	Dividend Yield (%)	09 Jun 2017	4.67
PRG	Dividend Yield (%)	2016	4.31
PRG	Dividend Yield (%)	2015	3.94
PRIN	Market Cap (MB.)	09 Jun 2017	1,708.02
PRIN	Market Cap (MB.)	2016	1,744.62
PRIN	Market Cap (MB.)	2015	1,610.42
PRIN	Price (B./share)	09 Jun 2017	1.40
PRIN	Price (B./share)	2016	1.43
PRIN	Price (B./share)	2015	1.32
PRIN	P/E (X)	09 Jun 2017	7.91
PRIN	P/E (X)	2016	6.16
PRIN	P/E (X)	2015	N/A
PRIN	Dividend Yield (%)	09 Jun 2017	8.57
PRIN	Dividend Yield (%)	2016	3.50
PRIN	Dividend Yield (%)	2015	3.79
PRINC	Market Cap (MB.)	09 Jun 2017	10,821.89
PRINC	Market Cap (MB.)	2016	11,923.52
PRINC	Market Cap (MB.)	2015	3,467.87
PRINC	Price (B./share)	09 Jun 2017	3.34
PRINC	Price (B./share)	2016	3.68
PRINC	Price (B./share)	2015	3.62
PRINC	P/E (X)	09 Jun 2017	N/A
PRINC	P/E (X)	2016	N/A
PRINC	P/E (X)	2015	144.03
PRINC	Dividend Yield (%)	09 Jun 2017	N/A
PRINC	Dividend Yield (%)	2016	N/A
PRINC	Dividend Yield (%)	2015	N/A
PRO	Market Cap (MB.)	09 Jun 2017	-
PRO	Market Cap (MB.)	2016	-
PRO	Market Cap (MB.)	2015	-
PRO	Price (B./share)	09 Jun 2017	0.17
PRO	Price (B./share)	2016	0.17
PRO	Price (B./share)	2015	0.17
PRO	P/E (X)	09 Jun 2017	-
PRO	P/E (X)	2016	-
PRO	P/E (X)	2015	-
PRO	Dividend Yield (%)	09 Jun 2017	-
PRO	Dividend Yield (%)	2016	-
PRO	Dividend Yield (%)	2015	-
PSH	Market Cap (MB.)	09 Jun 2017	49,857.61
PSH	Market Cap (MB.)	2016	49,181.80
PSH	Price (B./share)	09 Jun 2017	22.80
PSH	Price (B./share)	2016	22.50
PSH	P/E (X)	09 Jun 2017	9.26
PSH	P/E (X)	2016	N/A
PSH	Dividend Yield (%)	09 Jun 2017	2.69
PSH	Dividend Yield (%)	2016	7.94
PSL	Market Cap (MB.)	09 Jun 2017	15,592.81
PSL	Market Cap (MB.)	2016	12,786.10
PSL	Market Cap (MB.)	2015	8,654.01
PSL	Price (B./share)	09 Jun 2017	10.00
PSL	Price (B./share)	2016	8.20
PSL	Price (B./share)	2015	5.55
PSL	P/E (X)	09 Jun 2017	N/A
PSL	P/E (X)	2016	N/A
PSL	P/E (X)	2015	N/A
PSL	Dividend Yield (%)	09 Jun 2017	N/A
PSL	Dividend Yield (%)	2016	N/A
PSL	Dividend Yield (%)	2015	1.20
PSTC	Market Cap (MB.)	09 Jun 2017	3,147.16
PSTC	Market Cap (MB.)	2016	3,634.16
PSTC	Market Cap (MB.)	2015	1,238.39
PSTC	Price (B./share)	09 Jun 2017	0.71
PSTC	Price (B./share)	2016	0.82
PSTC	Price (B./share)	2015	0.56
PSTC	P/E (X)	09 Jun 2017	N/A
PSTC	P/E (X)	2016	N/A
PSTC	P/E (X)	2015	115.51
PSTC	Dividend Yield (%)	09 Jun 2017	N/A
PSTC	Dividend Yield (%)	2016	0.22
PSTC	Dividend Yield (%)	2015	0.66
PT	Market Cap (MB.)	09 Jun 2017	1,845.28
PT	Market Cap (MB.)	2016	1,646.56
PT	Market Cap (MB.)	2015	1,263.31
PT	Price (B./share)	09 Jun 2017	6.50
PT	Price (B./share)	2016	5.80
PT	Price (B./share)	2015	4.45
PT	P/E (X)	09 Jun 2017	11.46
PT	P/E (X)	2016	10.73
PT	P/E (X)	2015	9.67
PT	Dividend Yield (%)	09 Jun 2017	7.69
PT	Dividend Yield (%)	2016	3.45
PT	Dividend Yield (%)	2015	4.49
PTG	Market Cap (MB.)	09 Jun 2017	36,907.00
PTG	Market Cap (MB.)	2016	54,692.50
PTG	Market Cap (MB.)	2015	21,710.00
PTG	Price (B./share)	09 Jun 2017	22.10
PTG	Price (B./share)	2016	32.75
PTG	Price (B./share)	2015	13.00
PTG	P/E (X)	09 Jun 2017	38.50
PTG	P/E (X)	2016	53.86
PTG	P/E (X)	2015	40.38
PTG	Dividend Yield (%)	09 Jun 2017	1.36
PTG	Dividend Yield (%)	2016	0.61
PTG	Dividend Yield (%)	2015	1.15
PTL	Market Cap (MB.)	09 Jun 2017	12,420.00
PTL	Market Cap (MB.)	2016	13,860.00
PTL	Market Cap (MB.)	2015	5,080.00
PTL	Price (B./share)	09 Jun 2017	13.80
PTL	Price (B./share)	2016	15.40
PTL	Price (B./share)	2015	6.32
PTL	P/E (X)	09 Jun 2017	9.09
PTL	P/E (X)	2016	12.08
PTL	P/E (X)	2015	N/A
PTL	Dividend Yield (%)	09 Jun 2017	2.61
PTL	Dividend Yield (%)	2016	N/A
PTL	Dividend Yield (%)	2015	1.57
PTT	Market Cap (MB.)	09 Jun 2017	1,093,962.76
PTT	Market Cap (MB.)	2016	1,062,543.46
PTT	Market Cap (MB.)	2015	696,937.11
PTT	Price (B./share)	09 Jun 2017	383.00
PTT	Price (B./share)	2016	372.00
PTT	Price (B./share)	2015	244.00
PTT	P/E (X)	09 Jun 2017	9.34
PTT	P/E (X)	2016	14.03
PTT	P/E (X)	2015	N/A
PTT	Dividend Yield (%)	09 Jun 2017	4.18
PTT	Dividend Yield (%)	2016	2.69
PTT	Dividend Yield (%)	2015	4.51
PTTEP	Market Cap (MB.)	09 Jun 2017	345,388.73
PTTEP	Market Cap (MB.)	2016	382,111.09
PTTEP	Market Cap (MB.)	2015	227,281.66
PTTEP	Price (B./share)	09 Jun 2017	87.00
PTTEP	Price (B./share)	2016	96.25
PTTEP	Price (B./share)	2015	57.25
PTTEP	P/E (X)	09 Jun 2017	17.69
PTTEP	P/E (X)	2016	20.74
PTTEP	P/E (X)	2015	N/A
PTTEP	Dividend Yield (%)	09 Jun 2017	3.74
PTTEP	Dividend Yield (%)	2016	3.12
PTTEP	Dividend Yield (%)	2015	7.86
PTTGC	Market Cap (MB.)	09 Jun 2017	305,474.53
PTTGC	Market Cap (MB.)	2016	284,057.49
PTTGC	Market Cap (MB.)	2015	225,442.46
PTTGC	Price (B./share)	09 Jun 2017	67.75
PTTGC	Price (B./share)	2016	63.00
PTTGC	Price (B./share)	2015	50.00
PTTGC	P/E (X)	09 Jun 2017	8.87
PTTGC	P/E (X)	2016	13.68
PTTGC	P/E (X)	2015	20.54
PTTGC	Dividend Yield (%)	09 Jun 2017	4.21
PTTGC	Dividend Yield (%)	2016	4.47
PTTGC	Dividend Yield (%)	2015	4.78
PYLON	Market Cap (MB.)	09 Jun 2017	4,911.67
PYLON	Market Cap (MB.)	2016	4,724.20
PYLON	Market Cap (MB.)	2015	4,124.30
PYLON	Price (B./share)	09 Jun 2017	13.10
PYLON	Price (B./share)	2016	12.60
PYLON	Price (B./share)	2015	11.00
PYLON	P/E (X)	09 Jun 2017	27.12
PYLON	P/E (X)	2016	28.28
PYLON	P/E (X)	2015	20.06
PYLON	Dividend Yield (%)	09 Jun 2017	3.44
PYLON	Dividend Yield (%)	2016	4.21
PYLON	Dividend Yield (%)	2015	4.39
Q-CON	Market Cap (MB.)	09 Jun 2017	2,260.00
Q-CON	Market Cap (MB.)	2016	1,976.00
Q-CON	Market Cap (MB.)	2015	1,984.00
Q-CON	Price (B./share)	09 Jun 2017	5.65
Q-CON	Price (B./share)	2016	4.94
Q-CON	Price (B./share)	2015	4.96
Q-CON	P/E (X)	09 Jun 2017	N/A
Q-CON	P/E (X)	2016	N/A
Q-CON	P/E (X)	2015	124.24
Q-CON	Dividend Yield (%)	09 Jun 2017	N/A
Q-CON	Dividend Yield (%)	2016	2.83
Q-CON	Dividend Yield (%)	2015	2.82
QH	Market Cap (MB.)	09 Jun 2017	27,643.10
QH	Market Cap (MB.)	2016	27,643.10
QH	Market Cap (MB.)	2015	24,643.08
QH	Price (B./share)	09 Jun 2017	2.58
QH	Price (B./share)	2016	2.58
QH	Price (B./share)	2015	2.30
QH	P/E (X)	09 Jun 2017	9.23
QH	P/E (X)	2016	7.45
QH	P/E (X)	2015	10.05
QH	Dividend Yield (%)	09 Jun 2017	5.81
QH	Dividend Yield (%)	2016	5.43
QH	Dividend Yield (%)	2015	3.30
QHHR	Market Cap (MB.)	09 Jun 2017	3,208.80
QHHR	Market Cap (MB.)	2016	3,763.20
QHHR	Market Cap (MB.)	2015	2,772.00
QHHR	Price (B./share)	09 Jun 2017	9.55
QHHR	Price (B./share)	2016	11.20
QHHR	Price (B./share)	2015	8.25
QHHR	P/E (X)	09 Jun 2017	-
QHHR	P/E (X)	2016	-
QHHR	P/E (X)	2015	-
QHHR	Dividend Yield (%)	09 Jun 2017	6.29
QHHR	Dividend Yield (%)	2016	6.04
QHHR	Dividend Yield (%)	2015	8.97
QHOP	Market Cap (MB.)	09 Jun 2017	899.11
QHOP	Market Cap (MB.)	2016	1,013.89
QHOP	Market Cap (MB.)	2015	925.89
QHOP	Price (B./share)	09 Jun 2017	4.70
QHOP	Price (B./share)	2016	5.30
QHOP	Price (B./share)	2015	4.84
QHOP	P/E (X)	09 Jun 2017	-
QHOP	P/E (X)	2016	-
QHOP	P/E (X)	2015	-
QHOP	Dividend Yield (%)	09 Jun 2017	4.68
QHOP	Dividend Yield (%)	2016	8.30
QHOP	Dividend Yield (%)	2015	N/A
QHPF	Market Cap (MB.)	09 Jun 2017	9,085.80
QHPF	Market Cap (MB.)	2016	9,245.20
QHPF	Market Cap (MB.)	2015	8,209.10
QHPF	Price (B./share)	09 Jun 2017	11.40
QHPF	Price (B./share)	2016	11.60
QHPF	Price (B./share)	2015	10.30
QHPF	P/E (X)	09 Jun 2017	-
QHPF	P/E (X)	2016	-
QHPF	P/E (X)	2015	-
QHPF	Dividend Yield (%)	09 Jun 2017	7.15
QHPF	Dividend Yield (%)	2016	6.53
QHPF	Dividend Yield (%)	2015	7.15
QLT	Market Cap (MB.)	09 Jun 2017	887.12
QLT	Market Cap (MB.)	2016	896.97
QLT	Market Cap (MB.)	2015	1,301.10
QLT	Price (B./share)	09 Jun 2017	9.00
QLT	Price (B./share)	2016	9.10
QLT	Price (B./share)	2015	13.20
QLT	P/E (X)	09 Jun 2017	20.54
QLT	P/E (X)	2016	12.53
QLT	P/E (X)	2015	11.23
QLT	Dividend Yield (%)	09 Jun 2017	2.78
QLT	Dividend Yield (%)	2016	7.14
QLT	Dividend Yield (%)	2015	5.27
QTC	Market Cap (MB.)	09 Jun 2017	3,618.00
QTC	Market Cap (MB.)	2016	4,995.00
QTC	Market Cap (MB.)	2015	1,020.00
QTC	Price (B./share)	09 Jun 2017	13.40
QTC	Price (B./share)	2016	18.50
QTC	Price (B./share)	2015	5.10
QTC	P/E (X)	09 Jun 2017	N/A
QTC	P/E (X)	2016	225.72
QTC	P/E (X)	2015	8.61
